"","RequestNumber","SampleTimeMS","Bytes","min","max","sd","fileName","createTimeX","totalClicks","rowsError","users","model","version","modelAlias","autounset","setDefaults","ramup","times","defaultVals","diffTimeMins","confPerHour","fileData","createTimeF","fileNameF","confPerHourF","usersF","diffTimeMinsF","totalClicksF","totalConf","fileDate"
"834",4,173.81,3269.3175,4,2234,114.964804028944,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"835",5,387.7225,3341.9025,4,2142,139.045026131753,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"836",6,396.485,3329.7625,4,1103,117.534337861074,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"837",7,464,3294.44,4,1235,141.166710311782,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"838",8,634.4925,3625.1725,4,3001,215.393362700638,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"839",9,1073.96,4100.015,4,2856,286.333355332451,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"840",10,1106.0925,4217.495,5,3518,268.191079421844,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"841",11,1057.6625,4210.555,4,3012,312.032697974528,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"842",12,1027.5075,4297.64,3,3012,274.965133253314,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"843",13,986.01,4445.1025,4,3497,287.628162389393,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"844",14,1116.56,4422.08,4,3002,298.455298685219,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"845",15,1233.085,4385.3825,4,3001,316.894355988148,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"846",16,1206.7325,4557.88,4,3003,272.917856386471,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"847",17,1235.715,4594.4125,4,3000,330.906143740052,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"848",18,1314.0925,4544.52,4,3391,333.441933101742,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"849",19,1232.885,4843.525,4,3001,324.663800312081,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"850",20,1292.99,4759.855,4,3003,321.074566250165,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"851",21,1451.2225,4949.155,4,3125,344.561714256064,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"852",22,1496.855,4896.215,3,3235,333.339003422953,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"853",23,1284.975,4990.945,4,2998,329.718919368412,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"854",24,1323.185,4954.55,4,3245,321.194100038823,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"855",25,1232.6825,5130.7025,4,2998,333.315796571901,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"856",26,1268.04,5045.875,4,3158,324.156609014717,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"857",27,660.7125,5196.315,4,3000,211.115950855244,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"858",28,677.0875,5128.8725,4,3001,199.787003984626,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"859",29,530.6575,5128.38,4,2880,204.816551438373,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"860",30,574.7275,5175.61,4,2270,232.041270298096,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"861",31,390.655,5199.45,4,1058,100.67691183405,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
