"","RequestNumber","SampleTimeMS","Bytes","min","max","sd","fileName","createTimeX","totalClicks","rowsError","users","model","version","modelAlias","autounset","setDefaults","ramup","times","defaultVals","diffTimeMins","confPerHour","fileData","createTimeF","fileNameF","confPerHourF","usersF","diffTimeMinsF","totalClicksF","totalConf","fileDate"
"862",32,404.7,5650.96,4,1058,107.448046547003,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"863",33,409.8375,5850.4975,4,2238,146.652406781433,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"864",34,427.445,5559.7975,4,1097,125.622408226485,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"865",35,434.2625,5588.01,4,2139,138.147839859676,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"866",36,467.865,5636,3,1814,157.998800081101,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"867",37,500.39,5679.735,4,1207,147.165849871569,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"868",38,514.1,5712.63,4,1556,156.735925607181,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"869",39,547.7775,5740.475,5,2703,223.547672540996,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"870",40,550.92,5763.8025,4,2074,169.973427379216,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"871",41,413.8225,5763.8025,4,1902,137.601239990296,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"872",42,545.0225,5740.995,4,2546,200.430431542895,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"873",43,505.4925,5711.16,4,1473,132.961769030837,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"874",44,479.015,5674.95,3,1121,122.893783325073,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"875",45,465.1025,5626.46,4,2286,160.833424604231,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"876",46,454.04,5596.6675,4,2758,183.544790515322,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"877",47,436.35,5889.55,4,2357,185.548181935445,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"878",48,423.6375,5690.555,4,1175,112.071433064018,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"879",49,416.825,5238.385,3,2187,142.812825519391,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"880",50,583.345,5213.3,3,2394,183.808800558916,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"881",51,550.19,5169.2625,4,1776,164.427826645731,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"882",52,728.9825,5177.175,4,2686,224.47914024417,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"883",53,698.185,5244.1875,4,2049,203.871392393812,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"884",54,1346.0125,5089.5825,4,3001,326.953235784147,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"885",55,1260.785,5167.59,4,3000,291.592840681732,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
"886",56,1402.73,4985.245,2,3229,323.68958040251,"Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv",2014-11-27 10:07:31,32400,0,"400","KB_GCR_NW_CB","140825.0","KB_GCR_NW_CB.SIMPLE_41_75","true_","true","4000","1","41",88.0666666666667,538.394785916065,"Users: 400

 Model: KB_GCR_NW_CB

 Version: 140825.0

  defaultValues: 41

 autounset: true_

 setDefaults: true

 ramup: 4000

 times: 4000

 Errors: 0

 Clicks: 32400

The test started at 2014-11-27 10:07:31 and finished at 2014-11-27 11:35:35

Therefore the total duration was around 88 minutes.

The number of configurations by hour was around 538 

","2014-11-27 10:07:31","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv","538","400","88","32400","790","Test_JT1_400_4000_1_KB_GCR_NW_CB.SIMPLE_41_75_140825.0_true_true_80.csv 
 2014-11-27 10:07:31"
